Processed,Time(h),Time(m),Time(s),Time(ms),Delt,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,PCTimestamp
33,1,1,6,587,10,0.00537109375,-0.0068359375,1.0029296875,0.0,0.1220703125,0.06103515625,16.325352869352656,-7.751843711843776,-0.9056312576317396,1687593775.3936183
34,1,1,6,597,10,0.00341796875,-0.00244140625,0.9970703125,-0.06103515625,0.0,0.06103515625,2.83084737484716,-0.25489621489629144,3.5925372405367284,1687593775.4066162
35,1,1,6,607,10,0.021484375,-0.00244140625,0.9931640625,0.0,0.0,0.0,-1.6673211233213436,5.742661782661685,-11.401357753358297,1687593775.407616
36,1,1,6,617,10,0.01318359375,-0.025390625,0.98779296875,0.0,-0.244140625,0.0,5.829626373626155,-4.753064713064759,-11.401357753358297,1687593775.419616
37,1,1,6,627,10,0.01513671875,-0.00732421875,0.986328125,-0.18310546875,-0.06103515625,0.06103515625,5.829626373626155,10.24083028083021,3.5925372405367284,1687593775.4336474
38,1,1,6,637,10,0.0166015625,-0.013671875,0.97998046875,-0.06103515625,-0.18310546875,0.0,-0.16793162393184247,4.243272283272233,-5.403799755800264,1687593775.439636
39,1,1,6,647,10,0.009765625,-0.00927734375,0.97119140625,-0.1220703125,-0.244140625,0.18310546875,-4.666100122100339,2.743882783882725,3.5925372405367284,1687593775.4687712
40,1,1,6,657,10,0.0009765625,-0.00830078125,0.9677734375,-0.1220703125,-0.244140625,0.1220703125,-10.663658119658336,-6.252454212454268,-5.403799755800264,1687593775.469772
41,1,1,6,667,10,-0.00146484375,-0.01025390625,1.001953125,-0.1220703125,-0.1220703125,0.0,7.329015873015656,4.243272283272233,-2.405020757021248,1687593775.4896553
42,1,1,6,677,10,0.00537109375,-0.00927734375,1.00341796875,0.0,0.0,0.0,-1.6673211233213436,5.742661782661685,-0.9056312576317396,1687593775.4906554
43,1,1,6,687,10,0.00048828125,-0.00341796875,1.00439453125,-0.18310546875,0.0,0.0,-3.1667106227108377,-6.252454212454268,0.5937582417577119,1687593775.4956555
44,1,1,6,697,10,0.00830078125,-0.00732421875,0.99658203125,0.0,0.06103515625,0.0,8.828405372405157,10.24083028083021,6.591316239315745,1687593775.4966562
45,1,1,6,707,10,0.00537109375,-0.0048828125,1.01123046875,0.1220703125,0.1220703125,0.0,-6.16548962148984,4.243272283272233,5.091926739926237,1687593775.5244389
46,1,1,6,717,10,0.00390625,-0.0029296875,1.02001953125,0.1220703125,0.3662109375,-0.06103515625,-12.163047619047838,-10.750622710622793,3.5925372405367284,1687593775.527438
